feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Clostridioides.difficile	Cdiff_EIA	positive	2.23901727575995	0.449344485870129	102	101	2.63056654921441e-06	0.000270948354569084
X.Eubacterium..eligens	Cdiff_EIA	positive	-1.9869195137088	0.560003736085138	102	87	0.000592781430275988	0.0203521624394756
Anaerostipes.hadrus	Cdiff_EIA	positive	-2.60354129650491	0.711461704820439	102	94	0.000405753148389412	0.0203521624394756
Lactobacillus.crispatus	Cdiff_EIA	positive	-1.70428364018915	0.497871748998292	102	25	0.000898476972227221	0.023135782034851
X.Eubacterium..hallii	Cdiff_EIA	positive	-2.17617846169966	0.662426412519709	102	94	0.00140591086571254	0.0289617638336784
Lachnoclostridium.sp..YL32	Cdiff_EIA	positive	2.2649025618886	0.704878280002906	102	98	0.00176706558467877	0.0303346258703189
X.Eubacterium..rectale	Cdiff_EIA	positive	-1.80835445627549	0.631166475252906	102	96	0.00508163219625711	0.0747725880306403
Streptococcus.parasanguinis	Cdiff_EIA	positive	-1.89437292134979	0.693449555220442	102	88	0.00744738802090407	0.09588512076914
Lachnospiraceae.bacterium.Choco86	Cdiff_EIA	positive	-1.54801713728756	0.581407469236836	102	95	0.00903889641182985	0.103445147824275
Streptococcus.sp..FDAARGOS_192	Cdiff_EIA	positive	-1.60901752355325	0.62505985377048	102	69	0.011513568901093	0.118589759681258
Streptococcus.mitis	Cdiff_EIA	positive	-1.32906023322101	0.552949601684024	102	77	0.0180776273984295	0.169272329276203
Bifidobacterium.bifidum	Cdiff_EIA	positive	-1.27910641107652	0.569018476860342	102	54	0.0267771857617292	0.197365947915264
Enterococcus.faecalis	Cdiff_EIA	positive	2.12998413748247	0.928426294072023	102	91	0.0238708963178301	0.197365947915264
Enterococcus.gilvus	Cdiff_EIA	positive	1.22160389955806	0.543618387233904	102	43	0.0268264395224631	0.197365947915264
Streptococcus.anginosus	Cdiff_EIA	positive	-1.31047872968411	0.596355740285706	102	83	0.0302943067777495	0.204386300015089
Streptococcus.salivarius	Cdiff_EIA	positive	-1.7084594723517	0.784381908714427	102	90	0.0317493281576837	0.204386300015089
Rothia.mucilaginosa	Cdiff_EIA	positive	-1.22227801419824	0.574963839310805	102	89	0.0359796122889268	0.214197749047003
Streptococcus.equinus	Cdiff_EIA	positive	-1.40837552651308	0.667758088549862	102	69	0.0374326163383111	0.214197749047003
Clostridium.sporogenes	Cdiff_EIA	positive	-1.29116164343689	0.633336284818491	102	92	0.04412232930309	0.227229995910914
Streptococcus.gordonii	Cdiff_EIA	positive	-1.44167185883681	0.700384111100387	102	81	0.0421520393843225	0.227229995910914
Escherichia.coli	Cdiff_EIA	positive	-2.17203018101016	1.08084544423727	102	80	0.0471713873607522	0.231364423721785
Fusobacterium.nucleatum	Cdiff_EIA	positive	1.50610202105914	0.773755143951126	102	51	0.0544027399261822	0.254703736927126
Ruminococcus.bicirculans	Cdiff_EIA	positive	-0.97950425813409	0.517357367654671	102	74	0.0612111416203999	0.274119460300052
Akkermansia.muciniphila	Cdiff_EIA	positive	-1.77709202185022	0.955845729968171	102	39	0.065941473482139	0.278096454401738
Bifidobacterium.adolescentis	Cdiff_EIA	positive	-0.92259951785929	0.501941899221986	102	30	0.0690221120743181	0.278096454401738
Blautia.sp..N6H1.15	Cdiff_EIA	positive	-0.865022834536749	0.486869855192572	102	94	0.0786580991695309	0.278096454401738
Faecalibacterium.prausnitzii	Cdiff_EIA	positive	-1.30277921182923	0.729881116362731	102	97	0.0773064415135065	0.278096454401738
Monoglobus.pectinilyticus	Cdiff_EIA	positive	-0.904383643038002	0.513054737345065	102	75	0.080998967301477	0.278096454401738
Streptococcus.cristatus	Cdiff_EIA	positive	-0.797814501933358	0.443522363116539	102	54	0.0750646313522239	0.278096454401738
Veillonella.parvula	Cdiff_EIA	positive	1.63168623153526	0.903276500388741	102	85	0.073862389549919	0.278096454401738
Enterococcus.casseliflavus	Cdiff_EIA	positive	1.02844995905791	0.591985390154145	102	25	0.085414982825426	0.283798168742545
X.Clostridium..bolteae	Cdiff_EIA	positive	1.1605212514199	0.683508061055218	102	98	0.092638473110282	0.29818008532372
Citrobacter.sp..FDAARGOS_156	Cdiff_EIA	positive	0.737486592182321	0.440172004082957	102	23	0.0969700753593862	0.302664174606569
Enterococcus.faecium	Cdiff_EIA	positive	1.45321665197532	0.897181570793333	102	101	0.108433850599452	0.32849078269834
Ruminococcus.champanellensis	Cdiff_EIA	positive	-1.15861313559058	0.730713756212519	102	51	0.115989433853226	0.341340333910922
Staphylococcus.epidermidis	Cdiff_EIA	positive	0.936350937465246	0.612254607413425	102	51	0.129335163413109	0.370042273098618
Lactobacillus.rhamnosus	Cdiff_EIA	positive	1.35159954346113	0.914201784281182	102	61	0.142430981769696	0.396497057358884
Lachnospiraceae.bacterium.GAM79	Cdiff_EIA	positive	-0.847088894321568	0.59042028401467	102	97	0.154486442986671	0.414787373059299
Roseburia.hominis	Cdiff_EIA	positive	-0.836871872054836	0.590782995090093	102	98	0.159723060092058	0.414787373059299
Streptococcus.lutetiensis	Cdiff_EIA	positive	-0.719626014607923	0.509684865113739	102	44	0.161082474974485	0.414787373059299
Blautia.hansenii	Cdiff_EIA	positive	-0.892454520716882	0.644390077487524	102	94	0.169146708521776	0.42492953604251
Campylobacter.jejuni	Cdiff_EIA	positive	-0.78886129073315	0.624793315976877	102	81	0.209670934573566	0.50223502932738
Streptococcus.oralis	Cdiff_EIA	positive	-0.802696216036785	0.635644073736566	102	77	0.209595002741906	0.50223502932738
Bifidobacterium.longum	Cdiff_EIA	positive	-0.851669580415961	0.711310334072124	102	93	0.234010472671346	0.531152140191313
Haemophilus.parainfluenzae	Cdiff_EIA	positive	-0.759684988851558	0.638870279909476	102	34	0.237213577172819	0.531152140191313
Lactobacillus.salivarius	Cdiff_EIA	positive	-0.940165489686791	0.783573863020234	102	40	0.233035334333177	0.531152140191313
Bifidobacterium.breve	Cdiff_EIA	positive	-0.629797002791461	0.539991936251973	102	96	0.246263882900393	0.539684679547671
Collinsella.aerofaciens	Cdiff_EIA	positive	-0.920453252800526	0.822770412490116	102	30	0.265937924696794	0.566047623378993
Salmonella.enterica	Cdiff_EIA	positive	-0.654884579102997	0.589519844872764	102	41	0.26928479170457	0.566047623378993
Methanobrevibacter.smithii	Cdiff_EIA	positive	-0.685954463206879	0.634213131886667	102	21	0.282039002376339	0.581000344895259
Erysipelotrichaceae.bacterium.I46	Cdiff_EIA	positive	0.316144015033843	0.300993989920145	102	26	0.296096573979994	0.586498983075758
Klebsiella.pneumoniae	Cdiff_EIA	positive	-1.14422667280012	1.07801150095334	102	61	0.291054257311745	0.586498983075758
Streptococcus.mutans	Cdiff_EIA	positive	-0.575899575688931	0.555277702237404	102	49	0.302172967673025	0.587241805100408
Acidaminococcus.intestini	Cdiff_EIA	positive	-0.6429248282295	0.643079924002285	102	24	0.319840303946854	0.610065764935666
Bacteroides.ovatus	Cdiff_EIA	positive	0.919970086797651	0.978817580577991	102	90	0.349544401108585	0.641622754436731
Blautia.sp..YL58	Cdiff_EIA	positive	0.318940775503715	0.340564162668251	102	23	0.351268334344002	0.641622754436731
Intestinimonas.butyriciproducens	Cdiff_EIA	positive	0.547586904387676	0.589371275428761	102	93	0.355072786435861	0.641622754436731
Bacteroides.vulgatus	Cdiff_EIA	positive	-0.95378387767118	1.0608097588433	102	91	0.370754385536992	0.658408650177761
Mordavella.sp..Marseille.P3756	Cdiff_EIA	positive	-0.476570888751054	0.549297845501657	102	94	0.387690485389266	0.676815593137193
Lactobacillus.plantarum	Cdiff_EIA	positive	-0.531068748323234	0.651716670676337	102	44	0.417079336820841	0.696680930165134
Parabacteroides.distasonis	Cdiff_EIA	positive	0.587376180349649	0.706504008145936	102	86	0.407737479971358	0.696680930165134
Staphylococcus.aureus	Cdiff_EIA	positive	0.462518081606723	0.570391583891535	102	36	0.419361336604255	0.696680930165134
Alistipes.shahii	Cdiff_EIA	positive	-0.549760194175167	0.72070878585507	102	89	0.447375437111053	0.697032092444161
Bacteroides.heparinolyticus	Cdiff_EIA	positive	0.38832173627859	0.497428965392369	102	79	0.436847928968855	0.697032092444161
Klebsiella.oxytoca	Cdiff_EIA	positive	0.536547323423958	0.712847260450002	102	33	0.453409225182124	0.697032092444161
Lactobacillus.fermentum	Cdiff_EIA	positive	-0.585872792141886	0.77488952032184	102	64	0.451383039556676	0.697032092444161
Lactococcus.lactis	Cdiff_EIA	positive	-0.498073477758701	0.639398509983492	102	83	0.437835762359059	0.697032092444161
Streptococcus.thermophilus	Cdiff_EIA	positive	0.518070634182613	0.713950197956873	102	92	0.469754470688076	0.711539860012822
Bacteroides.dorei	Cdiff_EIA	positive	-0.589789357606855	0.887131447310298	102	90	0.507691149608453	0.756349313559658
Bacteroides.fragilis	Cdiff_EIA	positive	0.606768507092232	0.926479253698635	102	94	0.514023805331807	0.756349313559658
Faecalitalea.cylindroides	Cdiff_EIA	positive	0.318801968624328	0.532501922013673	102	98	0.550735392543198	0.787857575443741
Flavonifractor.plautii	Cdiff_EIA	positive	0.381488834878199	0.634256313814388	102	95	0.548885282944966	0.787857575443741
Bacteroides.thetaiotaomicron	Cdiff_EIA	positive	0.550673106341774	0.948990844992491	102	91	0.563036276209919	0.794421047255091
Bifidobacterium.dentium	Cdiff_EIA	positive	-0.361674192512495	0.713820213639224	102	40	0.613498898208714	0.820654370331137
Klebsiella.quasipneumoniae	Cdiff_EIA	positive	0.241417923267651	0.471300924171423	102	18	0.609614414087034	0.820654370331137
Parabacteroides.sp..CT06	Cdiff_EIA	positive	0.467833271419406	0.88764963534453	102	90	0.599328069184545	0.820654370331137
Streptococcus.sp..oral.taxon.064	Cdiff_EIA	positive	-0.247249882777728	0.484590158653407	102	50	0.611018405117154	0.820654370331137
uncultured.crAssphage	Cdiff_EIA	positive	0.35341477712438	0.725233677512096	102	20	0.627104095823052	0.82809899833044
Eggerthella.lenta	Cdiff_EIA	positive	-0.359249625765766	0.782968982735268	102	84	0.647351997808611	0.832260626000269
Eubacterium.limosum	Cdiff_EIA	positive	0.275672353088585	0.62638289918503	102	93	0.66081302547189	0.832260626000269
Klebsiella.variicola	Cdiff_EIA	positive	-0.218579916502176	0.512116355420333	102	27	0.670430195469433	0.832260626000269
Lactobacillus.gasseri	Cdiff_EIA	positive	-0.346191818285931	0.811694549092938	102	59	0.670656620951673	0.832260626000269
Ornithobacterium.rhinotracheale	Cdiff_EIA	positive	-0.35048322270224	0.788804701311465	102	76	0.657769935692541	0.832260626000269
Enterobacter.hormaechei	Cdiff_EIA	positive	-0.299294297672916	0.730829130920589	102	27	0.683028812693816	0.837523425088845
Lactobacillus.paracasei	Cdiff_EIA	positive	0.234971477519466	0.640032322458244	102	43	0.714301991599158	0.860635545299847
Lactobacillus.reuteri	Cdiff_EIA	positive	-0.227493567193881	0.629539399475729	102	33	0.718588901900843	0.860635545299847
Clostridiales.bacterium.CCNA10	Cdiff_EIA	positive	-0.187914958935772	0.552168389088597	102	97	0.734328035034099	0.869376869063359
Alistipes.finegoldii	Cdiff_EIA	positive	-0.228553125288742	0.764670984396855	102	86	0.76564361454246	0.886081935931162
Klebsiella.michiganensis	Cdiff_EIA	positive	0.141553125981773	0.470451128878329	102	19	0.764124564609719	0.886081935931162
Enterobacter.cloacae	Cdiff_EIA	positive	0.188625586653255	0.667206781705881	102	31	0.777984010621867	0.890359478822803
Citrobacter.freundii	Cdiff_EIA	positive	-0.193531917215626	0.759824723346507	102	35	0.799473243346126	0.904898286424736
Bacteroides.caccae	Cdiff_EIA	positive	-0.180368579570286	0.901577552543294	102	88	0.841840824955739	0.942495706200447
Bacteroides.cellulosilyticus	Cdiff_EIA	positive	0.142360159680057	0.80772412919764	102	89	0.860455163651259	0.952977224258922
Bacteroides.caecimuris	Cdiff_EIA	positive	0.0730380899312278	0.693516191833702	102	91	0.91633632672247	0.953747695905774
Lachnoclostridium.phocaeense	Cdiff_EIA	positive	-0.043198499843628	0.454852266854466	102	93	0.924526644268644	0.953747695905774
Mogibacterium.diversum	Cdiff_EIA	positive	-0.0542469237589286	0.492664716645849	102	44	0.912543435987664	0.953747695905774
Odoribacter.splanchnicus	Cdiff_EIA	positive	-0.0929805804401656	0.739112662011551	102	89	0.900142593404324	0.953747695905774
Oscillibacter.sp..PEA192	Cdiff_EIA	positive	-0.0679271508661601	0.729202265264262	102	91	0.925968636801723	0.953747695905774
Prevotella.intermedia	Cdiff_EIA	positive	0.0758510001346852	0.621558862397023	102	80	0.903117392110421	0.953747695905774
Rothia.dentocariosa	Cdiff_EIA	positive	0.0722508820862728	0.511660719964098	102	57	0.887989242604036	0.953747695905774
Bacteroides.salanitronis	Cdiff_EIA	positive	-0.048806134160493	0.652799184219669	102	87	0.940551531980407	0.959176314791901
Erysipelotrichaceae.bacterium.GAM147	Cdiff_EIA	positive	0.0430223338126753	0.760739084272333	102	92	0.955013850937333	0.964376731828876
Clostridium.perfringens	Cdiff_EIA	positive	0.0247392894163641	0.73305520784213	102	74	0.973145218434431	0.973145218434431
